"Name","Agent","State","Notes","User","Tags","Created","Runtime","Sweep","batch_size","beta1","beta2","corr_thr","drop_correlated","dropout_prob","gamma","hidden_dim","increase_variance","last_hidden_dim","learning_rate","minority_oversample","model","model_subset_choice","momentum","noise_variance","num_buckets","num_epochs","num_trials","optimizer","patience","query_dim","random_state","sampler","scaling_method","scheduler","seed","step_size","temperature","train_random_noise","uncertainty_weight","use_feature_scaling","use_scheduler","validation_random_noise","weight_decay","BS","ECE","FPR","NPV","PPV","TNR","TPR","accuracy","auroc","average_precision","confusion_matrix.fn","confusion_matrix.fp","confusion_matrix.tn","confusion_matrix.tp","coverage","dev_accuracy","dev_auroc","dev_balanced_accuracy","dev_ece","dev_f1","dev_loss","f1_score","loss","precision","recall","sensitivity","specificity","train_loss","weighted_accuracy"
"absurd-sweep-30","","finished","-","","","2024-05-02T14:20:13.000Z","39","uncertainty_aware_fusion_without_drop_preds","1024","0.9","0.999","","","0.4886014578622704","0.8811368627440624","512","no","32","0.04696835878517764","no","","0","0.259212523900994","0.01","20","233","30","SGD","18","32","428","SMOTEN","","step","602","13","0.05","no","66.22989673611967","","yes","no","0.0001","0.10262793730375168","0.0929813860031554","0.09302325581395347","0.8863636363636364","0.8153846153846154","0.9069767441860463","0.7794117647058824","0.8629441624365483","0.9325125398996807","0.8721146246579674","15","12","117","53","","0.8372093023255814","0.914817531633963","0.8267015242821694","0.060449849450311","0.7976878612716763","0.37056696692178415","0.7969924812030075","0.33753254691961454","0.8153846153846154","0.7794117647058824","0.7794117647058824","0.9069767441860463","0.25023186206817627","0.8508741258741259"
"rich-sweep-27","","finished","-","","","2024-05-02T14:20:12.000Z","38","uncertainty_aware_fusion_without_drop_preds","1024","0.9","0.999","","","0.4886014578622704","0.8811368627440624","512","no","32","0.04696835878517764","no","","0","0.259212523900994","0.01","20","233","30","SGD","18","32","428","SMOTEN","","step","369","13","0.05","no","66.22989673611967","","yes","no","0.0001","0.09992793410531524","0.0581917384554287","0.09302325581395347","0.8863636363636364","0.8153846153846154","0.9069767441860463","0.7794117647058824","0.8629441624365483","0.935248518011856","0.879275616979059","15","12","117","53","","0.8418604651162791","0.928846506510178","0.8345030881527231","0.06436374464700387","0.7875","0.3474756640057231","0.7969924812030075","0.3271578096496272","0.8153846153846154","0.7794117647058824","0.7794117647058824","0.9069767441860463","0.23138992488384247","0.8508741258741259"
"smart-sweep-29","","finished","-","","","2024-05-02T14:20:12.000Z","40","uncertainty_aware_fusion_without_drop_preds","1024","0.9","0.999","","","0.4886014578622704","0.8811368627440624","512","no","32","0.04696835878517764","no","","0","0.259212523900994","0.01","20","233","30","SGD","18","32","428","SMOTEN","","step","688","13","0.05","no","66.22989673611967","","yes","no","0.0001","0.0990565066999015","0.07239225310117459","0.09302325581395347","0.8931297709923665","0.8181818181818182","0.9069767441860463","0.7941176470588235","0.868020304568528","0.9311445508435932","0.8654930097022127","14","12","117","54","","0.813953488372093","0.9178433889602052","0.8024809160305344","0.07675173615300378","0.7590361445783133","0.36734920767850654","0.8059701492537313","0.3303045282509121","0.8181818181818182","0.7941176470588235","0.7941176470588235","0.9069767441860463","0.2291332334280014","0.8556557945870924"
"lively-sweep-28","","finished","-","","","2024-05-02T14:20:12.000Z","40","uncertainty_aware_fusion_without_drop_preds","1024","0.9","0.999","","","0.4886014578622704","0.8811368627440624","512","no","32","0.04696835878517764","no","","0","0.259212523900994","0.01","20","233","30","SGD","18","32","428","SMOTEN","","step","233","13","0.05","no","66.22989673611967","","yes","no","0.0001","0.09817056946597638","0.07875196370981671","0.07751937984496124","0.8880597014925373","0.8412698412698413","0.9224806201550388","0.7794117647058824","0.8730964467005076","0.937984496124031","0.8821322373844591","15","10","119","53","","0.8325581395348837","0.9174766183752062","0.8233796296296296","0.0517733798470608","0.7777777777777778","0.3604162881540698","0.8091603053435115","0.32797450341549017","0.8412698412698413","0.7794117647058824","0.7794117647058824","0.9224806201550388","0.2556275725364685","0.8646647713811892"
"polar-sweep-26","","finished","-","","","2024-05-02T14:20:03.000Z","37","uncertainty_aware_fusion_without_drop_preds","1024","0.9","0.999","","","0.4886014578622704","0.8811368627440624","512","no","32","0.04696835878517764","no","","0","0.259212523900994","0.01","20","233","30","SGD","18","32","428","SMOTEN","","step","196","13","0.05","no","66.22989673611967","","yes","no","0.0001","0.10306297673131794","0.05990676135581157","0.09302325581395347","0.8731343283582089","0.8095238095238095","0.9069767441860463","0.75","0.8527918781725888","0.9295485636114912","0.8797192346527526","17","12","117","51","","0.8418604651162791","0.9072987346414818","0.8317884405670666","0.06430348268775053","0.7951807228915663","0.3763526739076126","0.7786259541984732","0.33738263125347","0.8095238095238095","0.75","0.75","0.9069767441860463","0.2248649299144745","0.8413290689410092"
"vocal-sweep-25","","finished","-","","","2024-05-02T14:19:32.000Z","37","uncertainty_aware_fusion_without_drop_preds","1024","0.9","0.999","","","0.4886014578622704","0.8811368627440624","512","no","32","0.04696835878517764","no","","0","0.259212523900994","0.01","20","233","30","SGD","18","32","428","SMOTEN","","step","927","13","0.05","no","66.22989673611967","","yes","no","0.0001","0.10231528961655588","0.07441349894867332","0.10852713178294572","0.8846153846153846","0.7910447761194029","0.8914728682170543","0.7794117647058824","0.8527918781725888","0.9343365253077976","0.8666763396887087","15","14","115","53","","0.8232558139534883","0.9038144140839904","0.8127177700348431","0.06281427339065905","0.7682926829268293","0.38126426519349566","0.7851851851851852","0.33451924590289894","0.7910447761194029","0.7794117647058824","0.7794117647058824","0.8914728682170543","0.23312577605247495","0.8378300803673937"
"pious-sweep-24","","finished","-","","","2024-05-02T14:19:32.000Z","38","uncertainty_aware_fusion_without_drop_preds","1024","0.9","0.999","","","0.4886014578622704","0.8811368627440624","512","no","32","0.04696835878517764","no","","0","0.259212523900994","0.01","20","233","30","SGD","18","32","428","SMOTEN","","step","447","13","0.05","no","66.22989673611967","","yes","no","0.0001","0.10513269588175268","0.05095668280790299","0.07751937984496124","0.8686131386861314","0.8333333333333334","0.9224806201550388","0.7352941176470589","0.8578680203045685","0.929890560875513","0.8646529371950148","18","10","119","50","","0.8465116279069768","0.9227030992114432","0.8402503293807642","0.05757278619810591","0.7924528301886793","0.35478955645893895","0.78125","0.34135429266140543","0.8333333333333334","0.7352941176470589","0.7352941176470589","0.9224806201550388","0.2193022817373276","0.8509732360097324"
"scarlet-sweep-23","","finished","-","","","2024-05-02T14:19:27.000Z","39","uncertainty_aware_fusion_without_drop_preds","1024","0.9","0.999","","","0.4886014578622704","0.8811368627440624","512","no","32","0.04696835878517764","no","","0","0.259212523900994","0.01","20","233","30","SGD","18","32","428","SMOTEN","","step","663","13","0.05","no","66.22989673611967","","yes","no","0.0001","0.09603527641167672","0.06828902608852096","0.08527131782945736","0.8939393939393939","0.8307692307692308","0.9147286821705426","0.7941176470588235","0.8730964467005076","0.9385544915640676","0.886502601886245","14","11","118","54","","0.8372093023255814","0.9187603154227032","0.8264637212643677","0.05514533741529599","0.7928994082840237","0.3624843863553779","0.8120300751879699","0.3198782247940296","0.8307692307692308","0.7941176470588235","0.7941176470588235","0.9147286821705426","0.21388888359069824","0.8623543123543124"
"effortless-sweep-22","","finished","-","","","2024-05-02T14:19:26.000Z","39","uncertainty_aware_fusion_without_drop_preds","1024","0.9","0.999","","","0.4886014578622704","0.8811368627440624","512","no","32","0.04696835878517764","no","","0","0.259212523900994","0.01","20","233","30","SGD","18","32","428","SMOTEN","","step","903","13","0.05","no","66.22989673611967","","yes","no","0.0001","0.10339687344266628","0.0978098027597224","0.10852713178294572","0.8984375","0.7971014492753623","0.8914728682170543","0.8088235294117647","0.8629441624365483","0.9328545371637028","0.8571175672101723","13","14","115","55","","0.8186046511627907","0.9105996699064736","0.8080891837110742","0.06799923763718715","0.7607361963190185","0.3737982461618823","0.8029197080291971","0.3409041196561707","0.7971014492753623","0.8088235294117647","0.8088235294117647","0.8914728682170543","0.2535487115383148","0.8477694746376812"
"expert-sweep-21","","finished","-","","","2024-05-02T14:19:26.000Z","39","uncertainty_aware_fusion_without_drop_preds","1024","0.9","0.999","","","0.4886014578622704","0.8811368627440624","512","no","32","0.04696835878517764","no","","0","0.259212523900994","0.01","20","233","30","SGD","18","32","428","SMOTEN","","step","856","13","0.05","no","66.22989673611967","","yes","no","0.0001","0.09943348814462566","0.05737191438674927","0.07751937984496124","0.8947368421052632","0.84375","0.9224806201550388","0.7941176470588235","0.8781725888324873","0.9297765617875058","0.8724207236773038","14","10","119","54","","0.8465116279069768","0.9096827434439758","0.8361170977011494","0.04931248121483381","0.8047337278106509","0.37587940304778344","0.8181818181818182","0.3303198644957567","0.84375","0.7941176470588235","0.7941176470588235","0.9224806201550388","0.2384447306394577","0.8692434210526316"
